"Guid","AL_Text_Rich_Custom_Any__c","AccountPicklist__c","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CHeckbox_new__c","Checkbox__c","Currency_test__c","Cust1__c","CustChekSchema__c","Custom_Field__c","Custom_text_F__c","Date_field__c","Description","Email_test__c","External_ID__c","Fax","Field_New_2__c","Geolocation__Latitude__s","Geolocation__Longitude__s","Industry","Jigsaw","Multipicklist__c","Name","Newemail_FIELD__c","NumberOfEmployees","Number_Any__c","Number_test__c","ParentId","Percent__c","Phone","Phone__c","PicKListASNaf__c","Pick_Simple__c","Pick__c","Picklist__c","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TestGeoLocation__Latitude__s","TestGeoLocation__Longitude__s","Test_Global_Picklist__c","Test_Multipicklist__c","Test_Picklist__c","TextFields2__c","Text_AL__c","Text_Area_Rich__c","Text_Area__c","Text_Encrypted__c","Text_are_long__c","Text_long__c","Textfield__c","Time__c","Type","URL__c","Website","new_cust__c","pick1__c"
4592bda4-0ff4-4b18-b6ef-ddb91b61f701,"#N/A",A,"#N/A",5.0E7,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(785) 241-6201,"#N/A","#N/A","#N/A",Consulting,"#N/A",Not Started,Dickenson plc,"#N/A",120,"#N/A","#N/A","#N/A","#N/A",(785) 241-6200,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,"#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",dickenson-consulting.com,false,"#N/A"
45cc73ba-c57a-46bc-a901-fdf84ce56b3a,"#N/A",A,"#N/A","#N/A",Singapore,"#N/A","#N/A","#N/A","#N/A","#N/A",Singapore,"9 Tagore Lane
Singapore, Singapore 787472
Singapore",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(650) 450-8820,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, Singapore","#N/A",3000,"#N/A","#N/A","#N/A","#N/A",(650) 450-8810,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9 Tagore Lane
Singapore, Singapore 787472
Singapore","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
460f1242-6580-4a79-9bd9-e2b4225ad47c,"#N/A",A,"#N/A",3.0E7,Mountain View,"#N/A","#N/A","#N/A","#N/A","#N/A",CA,"345 Shoreline Park
Mountain View, CA 94043
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,"#N/A","#N/A",(650) 867-9895,"#N/A","#N/A","#N/A",Biotechnology,"#N/A",Not Started,GenePoint,"#N/A",265,"#N/A","#N/A","#N/A","#N/A",(650) 867-3450,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345 Shoreline Park
Mountain View, CA 94043
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.genepoint.com,false,"#N/A"
46db0a39-27f2-4f5e-9ea4-47f47c5dacf2,"#N/A",A,"#N/A",1.39E8,Austin,"#N/A","#N/A","#N/A","#N/A","#N/A",TX,"312 Constitution Place
Austin, TX 78767
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.","#N/A","#N/A",(512) 757-9000,"#N/A","#N/A","#N/A",Electronics,"#N/A",Not Started,Edge Communications,"#N/A",1000,"#N/A","#N/A","#N/A","#N/A",(512) 757-6000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","312 Constitution Place
Austin, TX 78767
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://edgecomm.com,false,"#N/A"
47126b9f-7994-4cbd-bfff-534d2ed768f6,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_SalmY,"#N/A",177,"#N/A","#N/A","#N/A","#N/A",8896443569,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",oahag.salesforce.com,false,"#N/A"
47296c0a-8e1a-49c9-a9b3-be473f0899db,"#N/A",A,"#N/A",3.0E7,Mountain View,"#N/A","#N/A","#N/A","#N/A","#N/A",CA,"345 Shoreline Park
Mountain View, CA 94043
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,"#N/A","#N/A",(650) 867-9895,"#N/A","#N/A","#N/A",Biotechnology,"#N/A",Not Started,GenePoint,"#N/A",265,"#N/A","#N/A","#N/A","#N/A",(650) 867-3450,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345 Shoreline Park
Mountain View, CA 94043
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",www.genepoint.com,false,"#N/A"
47321103-ed23-48f1-a25e-652ba5afbc0a,"#N/A",A,"#N/A",5.6E9,New York,"#N/A","#N/A","#N/A","#N/A","#N/A",NY,"1301 Avenue of the Americas 
New York, NY 10019
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",World's third largest oil and gas company.,"#N/A","#N/A",(212) 842-5501,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,United Oil & Gas Corp.,"#N/A",145000,"#N/A","#N/A","#N/A","#N/A",(212) 842-5500,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1301 Avenue of the Americas 
New York, NY 10019
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
47609d26-7bf2-4ace-ace9-ef312cbd81d8,"#N/A",A,"#N/A",5.0E8,Chicago,"#N/A","#N/A","#N/A","#N/A","#N/A",IL,"2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.","#N/A","#N/A",(312) 596-1500,"#N/A","#N/A","#N/A",Hospitality,"#N/A",Not Started,Grand Hotels & Resorts Ltd,"#N/A",5600,"#N/A","#N/A","#N/A","#N/A",(312) 596-1000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.grandhotels.com,false,"#N/A"
47941b64-9d07-4976-9fd4-31e3d32e57ed,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",UK,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",+44 191 4956620,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,"United Oil & Gas, UK","#N/A",24000,"#N/A","#N/A","#N/A","#N/A",+44 191 4956203,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
48312047-662b-4828-8f2c-a70bbbc21db2,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6666,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A","#N/A",Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A"
483bddc1-dd18-4811-a5b7-de0ccfc0b911,"#N/A",A,"#N/A","#N/A",Tucson,"#N/A","#N/A","#N/A","#N/A","#N/A",AZ,"888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.","#N/A","#N/A",(520) 773-9060,"#N/A","#N/A","#N/A",Education,"#N/A",Not Started,University of Arizona,"#N/A",39000,"#N/A","#N/A","#N/A","#N/A",(520) 773-9050,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.universityofarizona.com,false,"#N/A"
486d213f-3c55-4649-9939-41135beb9554,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_XKYYo,"#N/A",66,"#N/A","#N/A","#N/A","#N/A",7641775476,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",broap.salesforce.com,false,"#N/A"
487aa3f5-983a-42a0-afa9-f9f969ebc9aa,"#N/A",A,"#N/A",4000.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,Mr Zero,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A"
489176f8-9c20-4f1c-8c23-5721f8c8f86c,"#N/A",A,"#N/A","#N/A",San Francisco,US,"#N/A","#N/A","#N/A",94087,CA,The Landmark @ One Market,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(415) 901-7002,"#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,sForce,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(415) 901-7000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",www.sforce.com,false,"#N/A"
4896f5ac-fe94-4ed9-a826-67d0ae0400ab,"#N/A",A,"#N/A",1.39E8,Austin,"#N/A","#N/A","#N/A","#N/A","#N/A",TX,"312 Constitution Place
Austin, TX 78767
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.","#N/A","#N/A",(512) 757-9000,"#N/A","#N/A","#N/A",Electronics,"#N/A",Not Started,Edge Communications,"#N/A",1000,"#N/A","#N/A","#N/A","#N/A",(512) 757-6000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","312 Constitution Place
Austin, TX 78767
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://edgecomm.com,false,"#N/A"
490d9b92-2a9c-4832-b5e6-1c69e5a3f336,"#N/A",A,"#N/A",5.0E7,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(785) 241-6201,"#N/A","#N/A","#N/A",Consulting,"#N/A",Not Started,Dickenson plc,"#N/A",120,"#N/A","#N/A","#N/A","#N/A",(785) 241-6200,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,"#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",dickenson-consulting.com,false,"#N/A"
49160763-0c5f-4b0b-b85c-be263a3acf26,"#N/A",A,"#N/A",5.0E8,Chicago,"#N/A","#N/A","#N/A","#N/A","#N/A",IL,"2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.","#N/A","#N/A",(312) 596-1500,"#N/A","#N/A","#N/A",Hospitality,"#N/A",Not Started,Grand Hotels & Resorts Ltd,"#N/A",5600,"#N/A","#N/A","#N/A","#N/A",(312) 596-1000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.grandhotels.com,false,"#N/A"
49200b5d-4903-4579-aef4-532554dfd82f,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_kmJZv,"#N/A",994,"#N/A","#N/A","#N/A","#N/A",1676709379,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",lwxfn.salesforce.com,false,"#N/A"
49db22b4-7489-4776-a9a3-e081ea856f4a,"#N/A",A,"#N/A",5.0E8,Chicago,"#N/A","#N/A","#N/A","#N/A","#N/A",IL,"2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.","#N/A","#N/A",(312) 596-1500,"#N/A","#N/A","#N/A",Hospitality,"#N/A",Not Started,Grand Hotels & Resorts Ltd,"#N/A",5600,"#N/A","#N/A","#N/A","#N/A",(312) 596-1000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.grandhotels.com,false,"#N/A"
4a298e83-4bdf-4d9b-9dce-ef4a61aa862f,"#N/A",A,"#N/A","#N/A",San Francisco,US,"#N/A","#N/A","#N/A",94087,CA,The Landmark @ One Market,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(415) 901-7002,"#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,sForce,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(415) 901-7000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",www.sforce.com,false,"#N/A"
4a7fb7cc-e1b3-4672-9766-640f4c71963d,"#N/A",A,"#N/A",3.5E8,Burlington,USA,"#N/A","#N/A","#N/A",27215,NC,525 S. Lexington Ave,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(336) 222-8000,"#N/A","#N/A","#N/A",Apparel,"#N/A",Not Started,Burlington Textiles Corp of America,"#N/A",9000,"#N/A","#N/A","#N/A","#N/A",(336) 222-7000,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",www.burlington.com,false,"#N/A"
4b136b1c-7ef9-42f1-b643-015c739475a5,"#N/A",A,"#N/A",5.6E9,New York,"#N/A","#N/A","#N/A","#N/A","#N/A",NY,"1301 Avenue of the Americas 
New York, NY 10019
USA",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",World's third largest oil and gas company.,"#N/A","#N/A",(212) 842-5501,"#N/A","#N/A","#N/A",Energy,"#N/A",Not Started,United Oil & Gas Corp.,"#N/A",145000,"#N/A","#N/A","#N/A","#N/A",(212) 842-5500,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1301 Avenue of the Americas 
New York, NY 10019
USA","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Direct,"#N/A",http://www.uos.com,false,"#N/A"
4b574b5b-cc15-4c89-abeb-ec2f8f76a61d,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_cxMpi,"#N/A",255,"#N/A","#N/A","#N/A","#N/A",0249945051,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",vlpkd.salesforce.com,false,"#N/A"
4c2c8e76-cb41-4196-b666-d0e33eabfd7e,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_YVsUf,"#N/A",609,"#N/A","#N/A","#N/A","#N/A",6986176676,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",pqmsu.salesforce.com,false,"#N/A"
4c57fafb-b5cb-4602-8df6-73b2d8707640,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_KKMNa,"#N/A",568,"#N/A","#N/A","#N/A","#N/A",2226010893,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",vsznq.salesforce.com,false,"#N/A"
4c795eef-1e4a-4d0f-b30a-77cc8f811d1d,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Not Started,Sample Account for Entitlements,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A"
4d0225dc-8365-486d-ba42-39ddc8fbfbed,"#N/A",A,"#N/A",5.0E7,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",(785) 241-6201,"#N/A","#N/A","#N/A",Consulting,"#N/A",Not Started,Dickenson plc,"#N/A",120,"#N/A","#N/A","#N/A","#N/A",(785) 241-6200,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Lawrence,USA,"#N/A","#N/A","#N/A",66045,KS,1301 Hoch Drive,"#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer - Channel,"#N/A",dickenson-consulting.com,false,"#N/A"
4dbe50a6-5877-4c7e-9818-1a777f20ff97,"#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Banking,"#N/A","#N/A",Account_owAtf,"#N/A",827,"#N/A","#N/A","#N/A","#N/A",9374238180,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",A,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",pspod.salesforce.com,false,"#N/A"
